year,city_name,city_code,index_aggregate,coverage_breadth,usage_depth,payment,insurance,monetary_fund,investment,credit,credit_investigation,digitization_level,city_norm,source_name_version
2015,沈阳市,2101,197.72,201.59,161.59,207.37,292.69,210.05,146.43,127.09,72.19,250.58,沈阳,year14
2015,沧州市,1309,156.15,149.54,128.89,155.54,220.61,178.02,133.02,109.74,3.38,227.49,沧州,year14
2015,河池市,4512,151.28,135.95,123.53,152.65,220.59,138.94,102.52,115.5,30.26,252.32,河池,year14
2015,河源市,4416,166.37,157.86,138.56,181.52,232.32,177.06,97.05,133.52,69.5,245.05,河源,year14
2015,泉州市,3505,195.46,200.26,168.04,234.62,272.45,218.25,115.96,166.3,78.34,229.42,泉州,year14
2015,泰安市,3709,166.4,158.04,143.8,167.74,260.87,198.65,135.86,118.2,30.05,235.06,泰安,year14
2015,泰州市,3212,186.47,177.22,180.67,212.32,324.72,233.04,167.98,143.07,79.94,227.54,泰州,year14
2015,泸州市,5105,158.78,145.1,138.72,158.83,268.47,164.29,122.14,115.24,38.66,240.38,泸州,year14
2015,洛阳市,4103,178.11,179.47,146.55,189.47,242.71,200.45,141.75,121.63,48.14,230.94,洛阳,year14
2015,济南市,3701,202.29,210.4,164.99,212.4,276.39,233.6,152.26,132.67,79.0,243.3,济南,year14
2015,济宁市,3708,167.55,164.17,136.06,165.6,227.27,192.14,129.5,116.98,32.01,235.93,济宁,year14
2015,海东市,6302,132.06,85.14,125.46,176.38,282.89,160.14,116.9,75.0,45.18,298.98,海东,year14
2015,海北藏族自治州,6322,134.72,126.07,80.12,109.45,175.55,119.91,68.66,58.95,0.0,262.46,海北藏族,year14
2015,海南藏族自治州,6325,126.21,118.49,100.85,112.54,198.97,125.01,122.67,66.82,0.0,197.75,海南藏族,year14
2015,海口市,4601,205.83,211.12,160.14,194.52,305.31,194.77,142.01,119.23,93.87,271.41,海口,year14
2015,海西蒙古族藏族自治州,6328,171.47,165.96,108.22,141.66,234.6,158.04,121.46,60.11,11.81,304.59,海西蒙古族藏族,year14
2015,淄博市,3703,190.4,184.76,172.14,194.47,353.19,214.67,157.21,127.9,53.72,242.19,淄博,year14
2015,淮北市,3406,168.8,159.42,146.74,168.35,240.25,196.36,156.53,111.6,66.82,239.88,淮北,year14
2015,淮南市,3404,176.98,165.25,158.45,188.29,302.93,206.54,155.63,114.38,60.58,249.37,淮南,year14
2015,淮安市,3208,175.22,167.46,159.53,198.11,265.2,213.01,145.02,138.34,58.15,229.37,淮安,year14
2015,深圳市,4403,219.99,242.89,176.22,214.97,272.42,235.54,156.63,158.69,84.77,223.94,深圳,year14
2015,清远市,4418,169.25,163.09,137.1,172.61,227.11,171.65,111.89,128.17,53.95,248.03,清远,year14
2015,温州市,3303,211.38,212.68,194.51,269.2,339.88,260.13,171.45,157.84,87.16,237.75,温州,year14
2015,渭南市,6105,153.84,149.92,114.25,133.89,205.86,153.96,104.81,98.25,19.69,238.72,渭南,year14
2015,湖州市,3305,201.49,196.68,192.34,253.13,340.03,244.59,171.89,158.74,77.59,233.98,湖州,year14
2015,湘潭市,4303,176.14,168.23,155.9,190.82,285.42,194.94,136.1,130.54,56.48,239.05,湘潭,year14
2015,湘西土家族苗族自治州,4331,151.1,138.97,119.96,154.31,223.98,147.18,94.19,110.5,23.12,247.77,湘西土家族苗族,year14
2015,湛江市,4408,166.44,154.7,146.73,175.56,242.33,181.52,133.09,130.71,55.49,241.0,湛江,year14
2015,滁州市,3411,171.48,159.01,157.57,191.52,288.67,196.92,140.0,130.26,57.72,237.91,滁州,year14
2015,滨州市,3716,169.17,167.69,138.55,174.27,231.48,198.94,121.68,124.09,34.47,229.68,滨州,year14
2015,漯河市,4111,165.02,158.08,140.04,174.26,225.33,192.57,134.37,124.09,31.55,233.32,漯河,year14
2015,漳州市,3506,184.33,182.67,157.93,214.35,279.96,202.91,109.98,146.02,76.34,237.77,漳州,year14
2015,潍坊市,3707,180.64,175.69,156.88,191.89,269.12,211.92,151.19,127.95,53.03,240.13,潍坊,year14
2015,潮州市,4451,178.42,162.12,174.63,226.86,292.0,224.76,149.78,157.6,60.89,239.11,潮州,year14
2015,濮阳市,4109,160.54,155.77,129.17,159.22,218.21,180.59,126.01,111.76,16.45,233.3,濮阳,year14
2015,烟台市,3706,188.98,183.67,169.53,206.32,310.3,221.12,167.17,128.51,59.51,241.85,烟台,year14
2015,焦作市,4108,171.53,174.66,131.95,174.63,225.72,189.44,112.41,117.82,30.85,233.1,焦作,year14
2015,牡丹江市,2310,171.31,163.03,147.91,174.51,263.72,182.94,142.69,119.19,52.81,241.17,牡丹江,year14
2015,玉林市,4509,152.42,141.85,126.44,156.97,203.47,157.64,96.64,127.42,41.85,234.56,玉林,year14
2015,玉树藏族自治州,6327,121.16,82.65,98.54,120.63,278.24,113.2,79.65,56.26,2.51,289.39,玉树藏族,year14
2015,玉溪市,5304,169.03,161.71,127.57,145.43,260.14,152.6,114.32,101.25,26.78,268.57,玉溪,year14
2015,珠海市,4404,212.77,230.71,167.16,199.24,283.67,219.79,149.51,139.18,85.49,236.4,珠海,year14
2015,甘南藏族自治州,6230,144.4,131.38,90.49,121.37,196.21,116.79,80.13,67.98,4.3,285.36,甘南藏族,year14
2015,甘孜藏族自治州,5133,148.32,131.14,128.09,147.92,261.39,145.08,118.71,101.32,22.52,241.83,甘孜藏族,year14
2015,白城市,2208,152.45,140.07,115.6,140.81,215.36,133.4,117.05,92.3,20.23,260.29,白城,year14
2015,白山市,2206,165.9,152.99,148.82,163.77,287.95,171.74,138.35,120.44,41.18,239.57,白山,year14
2015,白银市,6204,159.97,150.87,115.2,139.99,234.59,153.83,112.5,84.13,15.59,271.35,白银,year14
2015,百色市,4510,155.89,139.48,131.13,155.63,277.02,137.67,105.52,110.49,27.37,255.06,百色,year14
2015,益阳市,4309,158.1,138.69,155.08,183.55,275.1,188.28,139.41,134.36,49.23,227.68,益阳,year14
2015,盐城市,3209,177.64,165.84,172.31,202.69,284.52,228.28,166.24,142.55,74.06,226.26,盐城,year14
2015,盘锦市,2111,180.3,173.97,153.12,174.93,303.1,185.04,152.87,111.7,43.71,250.57,盘锦,year14
2015,眉山市,5114,164.06,149.79,141.78,169.39,268.0,166.7,128.9,115.12,47.44,251.65,眉山,year14
2015,石嘴山市,6402,170.89,167.77,122.5,144.81,246.75,149.57,113.08,93.83,31.2,269.13,石嘴山,year14
2015,石家庄市,1301,181.16,185.76,145.96,187.01,233.32,210.22,137.28,127.65,40.21,229.92,石家庄,year14
2015,福州市,3501,209.4,217.15,179.81,241.63,316.12,236.62,150.33,150.64,85.39,237.58,福州,year14
2015,秦皇岛市,1303,177.04,172.72,149.93,172.33,259.23,199.57,163.03,112.32,45.85,240.59,秦皇岛,year14
2015,红河哈尼族彝族自治州,5325,157.3,142.3,130.24,162.65,264.13,147.65,103.55,111.19,31.88,255.99,红河哈尼族彝族,year14
2015,绍兴市,3306,204.52,199.88,195.18,248.23,367.29,253.38,172.96,152.03,81.95,236.82,绍兴,year14
2015,绥化市,2312,144.78,124.53,119.93,138.26,238.6,142.62,103.54,101.98,18.52,256.82,绥化,year14
2015,绵阳市,5107,174.21,166.83,149.66,175.43,276.63,182.16,135.79,119.46,65.98,243.21,绵阳,year14
2015,聊城市,3715,159.09,153.58,127.46,156.55,203.48,188.62,112.94,119.82,20.71,234.75,聊城,year14
2015,肇庆市,4412,170.16,163.89,142.64,176.21,226.67,175.08,133.09,130.26,45.22,240.91,肇庆,year14
2015,自贡市,5103,167.16,150.91,154.49,174.39,297.13,176.97,146.91,118.29,61.98,243.84,自贡,year14
2015,舟山市,3309,201.37,197.35,186.96,229.42,374.86,236.14,174.96,131.18,81.53,240.84,舟山,year14
2015,芜湖市,3402,186.64,179.7,173.65,225.91,323.21,221.7,156.99,138.52,58.62,233.19,芜湖,year14
2015,苏州市,3205,208.81,215.81,184.61,239.97,318.42,244.27,165.74,151.21,84.8,229.66,苏州,year14
2015,茂名市,4409,157.67,148.58,127.67,155.23,186.99,165.69,108.42,128.68,41.76,242.21,茂名,year14
2015,荆州市,4210,171.62,158.8,162.61,198.51,294.75,206.52,152.75,130.29,57.24,230.3,荆州,year14
2015,荆门市,4208,168.97,157.0,151.12,182.48,271.72,196.84,149.22,119.03,44.11,240.92,荆门,year14
2015,莆田市,3503,187.9,190.1,156.26,229.58,255.12,217.53,115.35,151.9,47.66,238.09,莆田,year14
2015,莱芜市,3712,162.29,155.5,139.28,148.77,254.8,193.55,140.68,110.12,24.88,226.53,莱芜,year14
2015,菏泽市,3717,152.92,142.64,127.92,156.36,198.61,182.68,131.82,115.88,4.92,232.33,菏泽,year14
2015,萍乡市,3603,170.19,153.36,162.21,185.83,291.81,204.5,161.85,126.94,54.7,240.26,萍乡,year14
2015,营口市,2108,176.74,167.98,145.44,168.35,294.77,167.62,125.84,114.6,50.76,262.55,营口,year14
2015,葫芦岛市,2114,162.38,152.08,143.14,162.34,248.68,166.87,131.91,130.25,29.43,231.33,葫芦岛,year14
2015,蚌埠市,3403,174.68,160.3,168.34,195.61,281.93,207.89,183.53,133.52,45.96,233.72,蚌埠,year14
2015,衡水市,1311,154.3,145.75,131.15,150.8,204.52,184.99,132.07,120.89,8.93,224.58,衡水,year14
2015,衡阳市,4304,164.02,147.51,151.73,177.45,260.24,193.92,156.98,121.07,45.33,240.9,衡阳,year14
2015,衢州市,3308,194.88,185.61,189.54,226.96,323.78,235.08,192.42,150.17,74.27,235.16,衢州,year14
2015,襄阳市,4206,176.48,169.54,153.51,188.83,274.18,205.13,151.7,118.68,51.11,241.15,襄阳,year14
2015,西双版纳傣族自治州,5328,171.44,157.42,156.33,178.77,321.16,161.36,133.4,125.75,55.52,245.18,西双版纳傣族,year14
2015,西宁市,6301,176.42,176.72,134.5,158.97,273.15,170.31,127.56,98.08,37.17,251.57,西宁,year14
2015,西安市,6101,202.95,217.31,156.9,186.46,281.03,209.73,142.63,122.76,79.14,239.24,西安,year14
2015,许昌市,4110,169.28,165.37,140.69,173.12,228.95,190.78,116.47,121.19,89.43,234.11,许昌,year14
2015,贵港市,4508,153.71,139.52,126.82,161.42,210.38,149.83,96.03,126.27,43.57,249.44,贵港,year14
2015,贵阳市,5201,190.92,196.03,143.98,182.21,286.21,178.53,122.49,112.58,53.02,259.36,贵阳,year14
2015,贺州市,4511,156.25,142.01,134.34,175.57,243.88,158.2,100.35,126.98,40.46,243.05,贺州,year14
2015,资阳市,5120,156.38,137.43,146.51,161.08,249.14,168.61,162.68,114.78,43.88,236.9,资阳,year14
2015,赣州市,3607,169.64,157.02,156.55,190.77,279.04,191.69,113.9,148.07,63.71,235.08,赣州,year14
2015,赤峰市,1504,155.48,146.69,118.42,139.54,224.94,145.92,104.42,104.63,10.26,251.84,赤峰,year14
2015,辽源市,2204,157.54,144.65,126.34,141.77,252.9,152.57,111.87,101.65,32.26,256.81,辽源,year14
2015,辽阳市,2110,170.04,158.77,143.35,163.53,290.19,172.11,132.09,109.25,41.2,255.76,辽阳,year14
2015,达州市,5117,151.32,136.03,127.27,142.63,222.17,161.42,126.7,105.36,33.24,245.51,达州,year14
2015,运城市,1408,164.42,162.57,123.44,165.05,205.44,181.37,108.46,107.38,37.18,244.97,运城,year14
2015,连云港市,3207,179.24,170.84,164.93,201.56,268.66,215.65,153.61,145.51,54.52,233.0,连云港,year14
2015,迪庆藏族自治州,5334,149.84,135.66,115.6,150.51,272.36,136.89,88.2,89.6,5.66,258.87,迪庆藏族,year14
2015,通化市,2205,161.96,151.85,132.6,160.63,245.75,164.08,122.83,110.4,29.9,248.67,通化,year14
2015,通辽市,1505,157.76,144.46,112.94,138.31,230.87,133.01,80.05,102.47,23.96,283.11,通辽,year14
2015,遂宁市,5109,156.25,143.7,127.22,158.34,242.54,158.73,99.06,109.04,50.24,250.42,遂宁,year14
2015,遵义市,5203,159.5,153.03,118.94,144.38,241.91,139.65,89.5,103.12,33.3,254.56,遵义,year14
2015,邢台市,1305,152.21,146.71,125.95,146.99,194.33,171.43,122.66,121.54,4.6,218.06,邢台,year14
2015,那曲地区,5424,121.6,98.17,122.32,147.33,274.9,144.98,107.28,92.06,7.65,197.65,那曲,year14
2015,邯郸市,1304,156.09,151.77,121.15,146.31,198.34,171.98,120.06,106.14,15.38,233.85,邯郸,year14
2015,邵阳市,4305,150.37,132.2,140.54,174.65,239.61,181.61,131.14,125.69,22.59,228.22,邵阳,year14
2015,郑州市,4101,202.2,216.7,156.69,218.52,255.13,229.8,132.68,135.31,68.76,237.04,郑州,year14
2015,郴州市,4310,159.7,148.52,136.41,165.29,211.55,187.81,132.7,125.01,24.78,238.92,郴州,year14
2015,鄂尔多斯市,1506,179.94,185.48,125.66,164.49,257.11,175.35,122.05,85.35,31.28,260.24,鄂尔多斯,year14
2015,鄂州市,4207,180.67,178.73,154.1,195.13,275.34,208.25,141.32,123.01,59.91,235.34,鄂州,year14
2015,酒泉市,6209,180.25,180.59,127.95,156.19,283.04,164.28,117.39,86.1,32.2,274.12,酒泉,year14
2015,重庆市,5000,182.68,181.5,154.04,197.06,287.21,196.54,131.97,123.4,68.89,238.61,重庆,year14
2015,金华市,3307,209.87,210.77,204.33,287.31,354.35,263.22,179.61,172.03,77.93,216.99,金华,year14
2015,金昌市,6203,175.49,172.34,128.37,142.06,285.21,161.95,116.95,91.59,20.61,271.52,金昌,year14
2015,钦州市,4507,158.49,143.35,131.34,163.78,222.49,152.47,115.67,120.38,40.17,257.85,钦州,year14
2015,铁岭市,2112,159.5,146.88,133.83,151.08,247.34,155.31,124.56,115.17,26.81,247.84,铁岭,year14
2015,铜仁市,5206,142.61,130.2,108.2,130.42,229.11,122.44,76.87,96.25,21.33,246.1,铜仁,year14
2015,铜川市,6102,161.16,153.15,132.8,150.18,246.82,166.17,128.2,105.8,37.4,239.12,铜川,year14
2015,铜陵市,3407,191.15,181.57,177.51,204.13,323.08,228.93,199.26,119.31,69.67,247.59,铜陵,year14
2015,银川市,6401,193.58,204.02,139.24,173.29,293.81,179.9,120.29,99.99,50.07,257.82,银川,year14
2015,锡林郭勒盟,1525,169.08,167.91,125.44,153.32,260.97,148.24,112.57,94.58,33.48,252.24,锡林郭勒,year14
2015,锦州市,2107,168.12,156.76,148.33,158.43,265.55,173.03,168.05,111.28,34.22,241.62,锦州,year14
2015,镇江市,3211,197.83,191.1,190.46,230.31,352.12,238.3,183.31,143.0,84.89,233.47,镇江,year14
2015,长春市,2201,186.36,188.49,145.79,187.96,264.81,197.54,131.47,114.52,60.62,253.1,长春,year14
2015,长沙市,4301,202.97,210.5,172.24,223.89,313.73,222.86,143.92,138.73,91.54,233.94,长沙,year14
2015,长治市,1404,165.82,157.56,134.91,152.47,252.78,173.56,132.75,103.2,41.84,249.24,长治,year14
2015,阜新市,2109,160.47,150.86,126.62,144.59,235.97,155.71,122.86,101.49,31.87,253.72,阜新,year14
2015,阜阳市,3412,156.31,141.53,141.84,165.01,235.38,180.87,120.2,122.93,84.5,231.42,阜阳,year14
2015,防城港市,4506,174.17,165.87,152.12,186.19,285.13,174.6,120.75,135.87,52.21,241.65,防城港,year14
2015,阳江市,4417,174.5,168.67,150.18,176.48,246.98,173.97,129.48,143.35,47.81,237.96,阳江,year14
2015,阳泉市,1403,170.46,165.04,129.27,153.19,256.84,176.71,133.99,87.94,31.95,263.17,阳泉,year14
2015,阿克苏地区,6529,151.42,137.1,133.05,154.67,297.24,162.56,120.85,89.75,39.68,232.09,阿克苏,year14
2015,阿勒泰地区,6543,153.9,146.4,119.43,150.08,273.84,164.2,111.45,79.18,5.87,241.29,阿勒泰,year14
2015,阿坝藏族羌族自治州,5132,154.13,142.5,115.81,151.97,233.97,143.62,112.76,84.62,21.48,262.16,阿坝藏族羌族,year14
2015,阿拉善盟,1529,179.56,185.55,130.01,164.13,292.17,167.85,129.41,79.8,26.56,249.83,阿拉善,year14
2015,阿里地区,5425,166.51,141.93,117.5,142.83,263.88,156.31,119.79,67.39,34.64,336.73,阿里,year14
2015,陇南市,6212,140.97,128.62,96.58,119.92,192.8,119.17,82.75,84.35,0.53,262.4,陇南,year14
2015,随州市,4213,167.93,152.48,155.75,178.45,273.98,201.62,164.34,120.61,41.56,241.1,随州,year14
2015,雅安市,5118,162.82,149.29,141.42,173.88,282.6,163.12,122.72,111.78,49.13,246.38,雅安,year14
2015,青岛市,3702,202.27,205.18,175.92,221.66,316.05,230.21,158.62,137.95,87.05,240.52,青岛,year14
2015,鞍山市,2103,176.5,165.64,157.11,181.38,292.29,191.15,147.17,125.19,56.82,247.58,鞍山,year14
2015,韶关市,4402,172.42,163.42,153.1,178.37,262.23,189.23,135.95,133.32,64.17,237.24,韶关,year14
2015,马鞍山市,3405,187.29,175.58,177.27,209.49,328.09,222.31,168.8,129.07,100.0,244.16,马鞍山,year14
2015,驻马店市,4117,154.13,145.34,125.35,155.13,207.74,173.47,120.16,111.6,16.6,235.44,驻马店,year14
2015,鸡西市,2303,160.21,146.51,134.65,151.64,247.77,163.79,146.96,98.55,36.09,251.9,鸡西,year14
2015,鹤壁市,4106,161.54,157.38,130.32,152.59,238.24,183.71,109.43,115.1,25.56,232.01,鹤壁,year14
2015,鹤岗市,2304,165.1,150.56,134.48,159.56,246.7,165.32,153.49,91.11,43.73,268.78,鹤岗,year14
2015,鹰潭市,3606,169.63,153.78,163.33,197.28,330.75,207.26,144.56,123.14,54.89,233.41,鹰潭,year14
2015,黄冈市,4211,164.66,151.3,144.96,177.2,261.31,191.06,134.03,116.96,50.98,244.55,黄冈,year14
2015,黄南藏族自治州,6323,139.66,115.01,97.14,106.5,224.34,120.28,64.0,85.24,4.39,298.34,黄南藏族,year14
2015,黄山市,3410,177.93,167.61,167.37,204.96,305.25,208.69,150.31,139.06,56.48,231.18,黄山,year14
2015,黄石市,4202,175.48,174.31,145.27,181.46,256.64,197.1,139.8,116.52,43.09,234.26,黄石,year14
2015,黑河市,2311,156.27,142.83,133.84,145.47,245.28,153.74,150.97,97.37,35.5,241.39,黑河,year14
2015,黔东南苗族侗族自治州,5226,155.47,144.31,121.25,145.61,227.88,130.88,104.27,107.18,31.39,254.52,黔东南苗族侗族,year14
2015,黔南布依族苗族自治州,5227,155.68,147.3,128.58,202.54,252.55,132.43,107.21,107.41,31.69,232.6,黔南布依族苗族,year14
2015,黔西南布依族苗族自治州,5223,145.07,128.05,114.75,141.89,240.25,125.7,85.08,101.82,20.2,256.38,黔西南布依族苗族,year14
2015,齐齐哈尔市,2302,154.73,139.83,129.1,155.2,257.02,167.45,121.0,96.48,34.9,250.48,齐齐哈尔,year14
2015,龙岩市,3508,189.5,190.2,158.46,198.24,262.08,210.03,130.84,142.82,72.56,243.55,龙岩,year14
2016,七台河市,2309,177.9017091074673,155.9379126892048,185.5692128030082,186.4850613657671,336.8910002148062,201.3834912322087,130.5886096197176,158.353406795771,175.4200067599482,236.5036018067811,七台河,year14
2016,三亚市,4602,210.9949111559832,208.0460967615574,202.9751985555144,238.3833952112474,399.5454521345837,231.97328308074,144.9533548795451,153.114274743599,191.647458577326,235.3178431001935,三亚,year14
2016,三明市,3504,209.7174096316795,189.9031313131166,212.1182655863109,252.4518049470304,386.166519744686,255.6563464870578,139.5078955021783,171.6277004989292,225.8379807379502,270.7939101413395,三明,year14
2016,三门峡市,4112,196.9112622893202,181.9969613876315,188.1536067735264,211.6100908308782,317.6079399274234,233.3203307166524,134.0415453903428,157.427530293758,195.5861754876086,262.0841199820954,三门峡,year14
2016,上海市,3100,238.9574045141271,238.0113742790338,244.5500820572674,306.4841753074112,434.6384817621619,301.5989581087919,191.8980558760722,184.4975203606995,239.738304853274,231.9330221006705,上海,year14
2016,上饶市,3611,186.3618221009162,155.2456229674742,203.8645932272877,236.9624182702059,379.8920253576757,241.4954075355705,136.1470091465347,168.6159817111487,189.1844165651551,257.3130699220545,上饶,year14
2016,东莞市,4419,221.335948642354,227.6229187581954,204.9016095625914,240.1734873433482,340.0459666769535,247.8366267851969,143.9062765349893,174.6909965852823,214.8754515627049,230.4538212919899,东莞,year14
2016,东营市,3705,217.5629049583926,206.2501728629564,203.172442737846,234.7945706813052,355.8538938646533,257.0064573870933,156.1207443860949,158.6122769988847,199.7961712502766,281.0804098909674,东营,year14
2016,中卫市,6405,167.8870260351034,156.3300186341389,164.1702788211608,168.3445935826935,292.0477554623773,176.1437710028107,108.2262996772665,143.3876041779585,170.2008397872683,212.81225481094,中卫,year14
2016,中山市,4420,220.8182948645992,224.4189197154077,215.6996891427985,251.1010550792952,392.6016612948389,247.0715291240022,142.8380018299042,180.3717891492322,215.7404550000928,218.243923076261,中山,year14
2016,临夏回族自治州,6229,153.1423884278823,133.0371449709655,157.1707646133848,156.6615396398205,294.8711939861554,159.1747909950051,102.4436543113055,136.468041352611,152.631354954972,212.2187270255104,临夏回族,year14
2016,临汾市,1410,191.3581309094734,178.8973733924275,178.0362069360791,206.3743377577291,299.8968470843014,221.5863624719738,114.6406693221083,155.0106342045607,190.2926886005973,256.7230892268239,临汾,year14
2016,临沂市,3713,195.4141846673589,178.3123436874526,199.1239342244359,243.3855407164525,326.7866521899188,255.3443714160718,136.8774078404453,169.2976216579805,210.3311953278802,245.1549221813983,临沂,year14
2016,临沧市,5309,167.8149534478638,131.5942237672702,181.9591319792415,186.4430913425633,358.3097959555051,176.8928709272885,119.195799179605,151.9347860987093,173.9363605549646,261.7232317234828,临沧,year14
2016,丹东市,2106,192.6705642080224,169.2238993929521,195.3599640544139,206.3271581912875,378.1481503119523,209.6806663065394,129.5904423747811,158.2290347096545,196.521154209635,265.2157687614289,丹东,year14
2016,丽水市,3311,212.8220491551843,198.5307909594363,226.5655627871919,284.3193356334484,421.1504599531409,274.1092111122638,159.8237199909519,180.5226944337367,204.2601050064625,235.050419289428,丽水,year14
2016,丽江市,5307,194.6148644341404,171.7045035426396,199.4882473253067,226.6531706610513,380.5386865073664,229.703245698305,120.3270102153597,164.7211264707474,210.7329853083992,261.4206789363205,丽江,year14
2016,乌兰察布市,1509,173.3386490409596,159.3837489725029,168.7265817484302,186.1622727599548,317.3594536938413,192.587828773151,109.4826758404341,139.5449625594856,168.7691625973325,227.8089495893617,乌兰察布,year14
2016,乌海市,1503,197.9350123342388,200.862771683281,184.5349917264376,204.2078713360455,364.7774927276465,209.1155358868799,134.1624451982779,138.21625456755,176.1068710231006,212.6296717852198,乌海,year14
2016,乌鲁木齐市,6501,214.5164284891145,226.0466525872224,192.2638189212526,219.4273421217488,363.9468027437886,230.9181100440152,140.8613835125273,148.1095662253667,179.5983384667305,216.8934684840792,乌鲁木齐,year14
2016,乐山市,5111,191.1979267644558,168.4909289526732,193.2782015487466,215.7676032893656,354.5582525461963,217.1855417276513,128.6732663075794,159.3452239432757,202.4880533677367,262.4075502410237,乐山,year14
2016,九江市,3604,196.7844744640254,172.9916902341644,205.2948271253553,245.8010622802035,380.1212564518957,254.278704871529,133.9777041519262,167.0245684464371,202.5815599028408,259.8952186612561,九江,year14
2016,云浮市,4453,185.6617087747812,161.8863350931049,188.9878126403621,211.7401545425012,338.9426067744669,216.7287380761447,112.570762779018,164.1122582905601,208.568889901463,258.1348834506726,云浮,year14
2016,亳州市,3416,180.1095096429021,150.525063178267,188.4175454878694,209.1855384894583,345.6429863576424,221.214752790368,120.493312864067,162.098443289433,178.4477343886883,262.7108431844312,亳州,year14
2016,伊春市,2307,184.3599959353759,152.3397428518057,188.2051534754818,177.7192009077639,354.5286359454991,203.795008970799,120.2520174807948,157.0115758875669,206.6594015849467,283.1143367949699,伊春,year14
2016,伊犁哈萨克自治州,6540,163.5832700562808,140.3980318806721,173.3587826269529,185.1887392093998,333.9673119089318,198.3259973059635,118.7630698409378,142.7414527768851,149.9823516272348,222.3868803344232,伊犁哈萨克,year14
2016,佛山市,4406,218.4418364199138,219.8422267084131,217.2127600689021,253.8218407259732,400.4783341093069,247.0666042945395,146.3237170599473,179.5162825319221,211.7094340935885,216.0645651433472,佛山,year14
2016,佳木斯市,2308,190.902585121169,168.8298445995019,188.6495961498632,195.9668944681735,359.7872790524429,209.9658259305093,124.9937008323783,155.2597236200426,185.9050180466097,267.892109926376,佳木斯,year14
2016,保定市,1306,184.759737524172,167.8521882208563,186.0106452744092,223.0701379755043,295.8514622010707,245.5298286004206,132.4423855820367,162.5988638391987,180.4660781373998,238.3263799879276,保定,year14
2016,保山市,5305,174.8701001456393,143.537580992624,180.0944094761528,180.6315960016801,344.967042697387,183.8236026402709,112.61308198589,156.2157827933281,174.7321803517323,268.8468377687622,保山,year14
2016,信阳市,4115,189.0622122336467,160.7872452304812,197.3817069530951,219.5722122371814,348.928694575945,238.5047012700537,142.573484007145,163.9333217644018,184.9735395622277,267.3193925959833,信阳,year14
2016,克孜勒苏柯尔克孜自治州,6530,167.9466148946983,131.1271064323573,178.4118847551998,193.4076847779536,369.1970835586326,203.8282732248073,138.5176424376151,134.2202199674122,120.5634692054223,270.5172175733071,克孜勒苏柯尔克孜,year14
2016,克拉玛依市,6502,217.5536335672564,219.2656696742042,193.6082343893518,210.7789449505964,399.625827539187,224.5016815858722,151.2612634342921,141.0713410545812,145.0170639052211,255.4264121288527,克拉玛依,year14
2016,六安市,3415,190.7255376045997,160.7746804996607,208.3508528214663,233.4356799350346,375.9344745185567,246.7969240711782,151.3547333759957,168.657197948693,200.168593280447,257.6064313200042,六安,year14
2016,六盘水市,5202,179.1769831228513,158.1477243302375,170.8036795421113,176.3489797697553,317.4189302790047,179.2481308960817,107.1330614785268,147.8667348425884,176.1988910485873,263.8418120192538,六盘水,year14
2016,兰州市,6201,211.9009547076895,220.5272968036825,185.3015352328604,214.6664024076732,340.9432333329135,222.0934073414332,128.5199531329917,145.9138760446308,193.5900517796233,231.76524401361,兰州,year14
2016,兴安盟,1522,169.2209343741635,155.8566815082963,169.4781521557834,187.5530404703316,337.3902400034589,180.1205175337157,97.13104785333752,142.581423219337,171.0120408550063,212.8924146450272,兴安,year14
2016,内江市,5110,178.8073886564407,146.206906292502,190.8087229863128,207.9035394163979,345.0630919883304,212.5120962010991,126.6696134759248,159.5658747931521,203.4734762798603,264.6562328596759,内江,year14
2016,凉山彝族自治州,5134,171.6063961692479,134.6074981336268,182.1850701663121,183.0361205909211,332.875349694357,189.0706914800121,131.8392396711653,152.8103581376703,175.4226248151266,274.5634907892148,凉山彝族,year14
2016,包头市,1502,211.8414063845029,199.6740207004036,181.8587703090522,212.2287202053107,333.7591999302995,212.4936631039354,118.5726525504501,147.5051625881767,196.623072528135,306.5140597441067,包头,year14
2016,北京市,1100,243.1434581833504,246.724175285203,234.0144190799972,285.5997889546808,401.7541029064299,285.093471789141,184.0658856445235,175.5980177683442,259.8995734247104,247.9237796334967,北京,year14
2016,北海市,4505,205.6304617948326,191.2612705983398,200.516499219219,238.9486412260143,357.3691204592199,236.313665930727,124.3664392314499,165.3938232521575,235.6457646006563,262.3827436000685,北海,year14
2016,十堰市,4203,199.6214197992646,178.2116397352814,197.2033744712969,222.2617484882664,347.9715236846425,238.0193912483724,147.9350455267646,158.6621235797036,190.578885049162,274.7223277365871,十堰,year14
2016,南京市,3201,244.3819146049486,244.1348699082967,242.7517579449539,301.2535863938676,413.8833551592992,300.6802280305585,167.4672424020117,178.6337638464747,340.6716855455957,248.1748587345433,南京,year14
2016,南充市,5113,182.4662914676326,155.4181133672139,184.7843617042776,210.1378688019679,331.75768229038,215.2796095021343,114.2267088230744,158.6499011488651,196.4379304524098,267.5777705412314,南充,year14
2016,南宁市,4501,218.4274539920556,210.4983733968231,201.3876128639324,252.893280221403,354.9023136282122,244.9973015331298,122.7690161709053,168.7430820866791,227.9973434590776,275.5865940969433,南宁,year14
