year,city_name,city_code,index_aggregate,coverage_breadth,usage_depth,payment,insurance,monetary_fund,investment,credit,credit_investigation,digitization_level,city_norm,source_name_version
2017,通辽市,1505,200.4958625018677,182.7927020971093,207.6279791489522,192.8332588529183,382.9704171373877,207.2633851200076,160.6774632634558,150.8664283229209,268.6967847694418,246.0034746981624,通辽,year14
2017,遂宁市,5109,205.8153076315665,172.1041255721008,233.7217208946252,212.058944645581,415.4993994903782,229.868986546519,200.7776168142692,159.6682472380648,320.6057588868629,266.4312703141434,遂宁,year14
2017,遵义市,5203,211.1722013539615,190.6069118122087,222.3654739726078,200.6012541686816,422.8863688848305,212.2596444288421,176.6115104481835,158.248225821119,277.6565986648728,258.7514044796839,遵义,year14
2017,邢台市,1305,205.9034764392789,184.539095687668,223.0178492665329,229.3707415574025,388.9773634303376,233.905183821315,187.9954421664985,161.9800167685887,269.3805018815386,245.3613663998698,邢台,year14
2017,那曲地区,5424,185.3236203757662,143.5732130902757,221.3389283169903,206.1816053369048,416.4111170964587,226.5305564100188,210.1629714244914,145.1185048447427,232.683681101738,257.7485663144599,那曲,year14
2017,邯郸市,1304,211.0590963755533,192.0964620836617,216.4924322058119,204.6760947070663,370.042953023241,233.4124983446443,191.6823059499829,156.7864617077513,255.9473751954846,263.8130694085835,邯郸,year14
2017,邵阳市,4305,200.1704856940849,162.3854056054847,237.5547236416471,229.4668546904134,426.8123567066336,267.5708463200003,204.1358781303656,162.1026021985412,291.7360465129482,257.0153362053954,邵阳,year14
2017,郑州市,4101,261.138544587966,254.5985412271902,266.0143177442559,291.0731503590953,445.8862993351739,287.7384927631549,219.1341042458626,174.9247666355287,419.1953925955177,273.8894502449372,郑州,year14
2017,郴州市,4310,212.826385966798,183.1678133708672,239.3785329284081,233.0982955102964,417.3289593820307,264.0743787589104,208.7890882169847,165.7878263239646,299.9936684278549,262.5220478235481,郴州,year14
2017,鄂尔多斯市,1506,228.3629310723222,215.3174688085075,221.4692639275888,195.5531830139464,398.8796145105165,214.4944667568655,206.6724516938665,149.8847703906928,264.533997967574,283.9796788191574,鄂尔多斯,year14
2017,鄂州市,4207,235.1268708263195,210.2311730354292,258.5007707125907,275.0226042627797,467.0097041685057,281.5985926170083,232.6395072558502,170.3248669222641,305.6486971011462,274.8723453301955,鄂州,year14
2017,酒泉市,6209,226.5472701173411,219.6980596123999,226.2775833519984,205.2131161276299,391.5553094145075,220.4953870456309,216.3401768274361,153.6779413874475,277.5263963818462,249.6671705891845,酒泉,year14
2017,重庆市,5000,233.3759317218396,211.1124400439907,257.8851175827039,249.2332820717697,444.8975300321865,253.3759165645122,222.7875698237509,167.8151628000654,397.5910832305923,262.3668059744344,重庆,year14
2017,金华市,3307,253.8002115014851,241.4478975374287,290.0414576091054,352.261275352823,537.8856076010454,317.0014524282431,242.0802065313183,190.7850530798452,350.0240243934792,228.7467890081583,金华,year14
2017,金昌市,6203,220.0693583700995,210.0313753917974,221.6937741047322,185.1180484294307,378.665976448851,207.0523629705686,215.475638010879,151.701795493912,279.1858541179655,250.2762497661875,金昌,year14
2017,钦州市,4507,202.3720028118503,167.4633913546119,232.7632678335223,221.8781479229382,419.920832657818,231.7322900386016,190.8790882615303,165.2436008248633,302.1445792153054,262.4262769988088,钦州,year14
2017,铁岭市,2112,200.2665727170494,170.6943464873945,224.0724222145448,187.3134473926409,419.0322425762692,209.0924047909349,191.2344454890348,160.0048183460208,265.3370736220047,254.6668088860309,铁岭,year14
2017,铜仁市,5206,203.2973065397143,178.0390349902609,217.0067287217868,195.8728959261779,414.6122483203176,212.912857807665,166.7388157481316,157.8076382881825,265.3626110695799,261.7999308982857,铜仁,year14
2017,铜川市,6102,208.2966818435191,184.5657566491758,229.0567840685895,192.2343996040105,413.6223877415603,216.1835704027187,215.5429716037285,156.6905136395731,268.9496757759222,248.9441396466102,铜川,year14
2017,铜陵市,3407,219.1110334134486,185.7408726300014,265.0507073299865,293.7719863197402,481.897827965482,281.6033017864444,239.12254575597,174.3032943241994,307.8948040062425,245.8324751245916,铜陵,year14
2017,银川市,6401,239.4929774735679,234.1542753367291,241.1558407178226,214.420777537469,423.4875328635064,219.9554586679491,208.6673035976394,155.1972418346821,384.483381472869,254.1142485592391,银川,year14
2017,锡林郭勒盟,1525,215.2821283436871,202.7231662169813,222.4878426813764,199.690225433597,427.696409804666,206.9723565673891,194.15318769485,148.4837056652077,268.4648370558533,243.6708533758431,锡林郭勒,year14
2017,锦州市,2107,206.7392958465246,186.523875409869,225.6829589049796,198.5987239858256,422.4912687538544,216.3291481279836,189.4305733116379,159.3780670026006,273.3186540506565,239.0792801381866,锦州,year14
2017,镇江市,3211,252.54795620223,238.3784890337454,274.9263519725662,286.6712324532924,504.2511605058227,290.318682633738,250.3612995332642,177.2970609296875,328.7115483716893,258.6856581382782,镇江,year14
2017,长春市,2201,232.0629630721352,219.5593099012875,240.9202820601816,233.0366228554015,433.6985536878507,244.3283953776017,211.2805386814763,163.5794926447495,304.1483247931374,257.2688587425643,长春,year14
2017,长沙市,4301,254.2779052402243,242.1031087423961,271.5641790251045,282.7008215224008,496.0921471767315,278.6804376283575,230.9747311553189,176.8797169545432,367.1643839214375,263.0825365833124,长沙,year14
2017,长治市,1404,217.622743841274,197.7591442800456,220.3766229659061,207.1420591303294,383.5987551119835,231.1127288853457,194.2643795119994,157.4930880243633,264.3534009237668,278.2210870172749,长治,year14
2017,阜新市,2109,201.5992211417657,178.8950172876378,217.8629595485628,186.3755979329701,403.8007095802983,206.6169038777249,184.3204383723356,154.2989643693246,268.6531481176893,247.0266576651711,阜新,year14
2017,阜阳市,3412,211.6612039996693,177.550674844304,243.1873172750328,231.1587796941428,436.2022141192261,247.7103562330428,200.2059872659057,166.2924173945166,338.597130066024,267.0185938620775,阜阳,year14
2017,防城港市,4506,225.5209924986223,201.4305162342696,251.8578342950796,243.0393932169511,470.0690758339227,247.7447508371647,209.5822062547745,173.1265304565713,316.6690471818871,257.2229173980002,防城港,year14
2017,阳江市,4417,221.0067397818037,196.4568950039105,249.6126748466416,245.4531952421088,457.012388277029,245.021982763794,203.3626676399494,175.125692586496,323.6474094208914,250.1019137577094,阳江,year14
2017,阳泉市,1403,217.026341050917,200.2343545447928,222.2012267829519,201.0894723716,389.6306819179936,232.1730048752422,199.9050714298157,154.5343761057983,272.0299024286974,263.082882692057,阳泉,year14
2017,阿克苏地区,6529,198.7235751771966,175.5753040719538,212.9035495217783,191.2458348788615,371.2708907319222,217.2440260335935,208.656574869432,146.0267913827733,233.0043504762512,249.4036671211746,阿克苏,year14
2017,阿勒泰地区,6543,201.5065905798287,181.4421332748803,213.6612364049031,184.3006594580407,387.8574753927331,214.1323267740119,213.5823497474439,142.8226625393828,219.0885648002309,245.6844956588576,阿勒泰,year14
2017,阿坝藏族羌族自治州,5132,210.8461907822197,166.603770320656,227.880727873431,191.3360691867463,408.5170658506696,204.5792955940707,219.9622083129287,152.3058569186589,278.7991124062407,325.9923468987668,阿坝藏族羌族,year14
2017,阿拉善盟,1529,235.7698393328297,221.3558604987404,234.8141294668588,208.8498027820221,428.1230167349694,224.0096275288385,233.8634201136787,152.732286072806,260.5743987290855,285.1156502424795,阿拉善,year14
2017,阿里地区,5425,212.4502615658098,187.6440611914891,234.7527470467752,239.4864696726148,421.6111777450575,248.1886997304814,226.7589767078505,150.2547942202036,268.9581932518006,253.8457590457714,阿里,year14
2017,陇南市,6212,187.9058911433962,159.7920641734204,201.1128072584761,159.327354324361,373.4687521542722,179.328858633089,171.9268547047391,144.1906089723894,248.4434803581814,256.7497010849328,陇南,year14
2017,随州市,4213,217.8126245514699,185.1540830657269,249.2165616942187,241.2402180437711,440.3019969341741,260.8796326116039,238.0454901335604,165.3991387371423,288.5755334510928,268.5979661464802,随州,year14
2017,雅安市,5118,209.9266076586779,177.0376298165326,242.8947008480537,224.4352378156117,440.3563827805732,239.4590256768752,214.3000948468408,167.3947633047936,297.9546483572848,258.6300444837883,雅安,year14
2017,青岛市,3702,247.3756952051119,234.0032292123169,265.1999553599563,275.7297013880312,491.8412238538616,275.6400060235032,236.2757763806487,175.4255799439194,307.8997358714689,259.156981680094,青岛,year14
2017,鞍山市,2103,215.4752786463654,193.5319360302124,240.446041153127,219.1906147926447,447.0715540482369,234.2339156032308,207.9706644184298,163.5831481003473,298.768129259461,242.5691730771621,鞍山,year14
2017,韶关市,4402,222.1581817817953,193.0876735072649,253.5646563517725,238.2802132668434,454.4869868114126,257.8466647969459,224.8362218922593,171.1328727596564,323.5545807465274,261.0915550747627,韶关,year14
2017,马鞍山市,3405,234.3357042764972,208.551977434842,264.8676031267679,277.1674811494756,487.4927155567597,284.4521981273273,229.588431659716,173.11055021933,330.7104703339627,264.0061700425721,马鞍山,year14
2017,驻马店市,4117,206.9614184777897,177.3998823615832,228.4574758199909,213.599063890029,407.3420230629957,242.2652779840058,196.7891742252619,160.7183083934782,278.6143427160857,265.5240236026882,驻马店,year14
2017,鸡西市,2303,204.5619548397906,176.9075896707858,225.5692842485231,185.5114269482816,413.0288679973982,219.1779824524039,199.6426772050786,159.0594989422501,266.7482386222247,257.7150638055103,鸡西,year14
2017,鹤壁市,4106,215.4368646221257,197.4412601449162,223.7980865943639,225.6223893968068,372.3076697932562,252.6601946485653,196.6294937755458,161.1585744658979,274.8605337666961,259.67755746093,鹤壁,year14
2017,鹤岗市,2304,209.1887369662422,184.6236083455118,225.4258954924744,188.561005643715,416.3639158136451,219.5322497929662,198.1584076655781,157.3839099380334,268.5740145118913,260.8096789956882,鹤岗,year14
2017,鹰潭市,3606,219.1091910100223,184.1350429629588,260.5579289404464,250.2842109578331,508.7201690233086,270.887595817339,227.2747516091638,169.173525064685,295.0159782610398,259.2877120219385,鹰潭,year14
2017,黄冈市,4211,215.7476866862332,182.4061938388558,246.7044981278532,247.7342271254326,438.9761240020637,263.4945672707169,217.1959231405255,167.3356081659306,305.8070137481189,269.6004936042157,黄冈,year14
2017,黄南藏族自治州,6323,179.0041139009585,150.3821544299614,192.7566147405312,151.4467978373634,359.7308418102538,174.2349553498924,173.0899407294249,135.9086684062916,222.3721472295663,248.533810033404,黄南藏族,year14
2017,黄山市,3410,227.2519171570137,199.178183635011,263.1611300804408,264.7492925172214,485.5883553973892,277.175891352492,232.3780405373275,173.3430723638713,318.8629357525737,254.712081122492,黄山,year14
2017,黄石市,4202,230.5083587657362,208.702717488906,249.4185011172203,258.9520992422865,438.0139660201472,269.1928551428637,226.1023686381168,167.7014864317082,302.3497481372042,268.1615915419034,黄石,year14
2017,黑河市,2311,205.2774825038832,174.395053921134,230.309116233571,193.6604535028334,422.4440950232776,214.2543471955988,190.6833142026483,162.7432425958131,306.8788168661074,261.7768467799467,黑河,year14
2017,黔东南苗族侗族自治州,5226,205.7005837448298,181.5595314817584,219.7897386389501,195.6501556337453,409.1649916410676,207.5917855046602,172.2497243963839,159.5515300877116,284.7978651048404,259.8242820691194,黔东南苗族侗族,year14
2017,黔南布依族苗族自治州,5227,211.6748866494668,191.4816521403924,220.8658518559407,203.9996691040977,420.4033229931185,214.3972365693249,170.2958386655701,158.7580309454395,277.6628038643186,261.6641107015638,黔南布依族苗族,year14
2017,黔西南布依族苗族自治州,5223,205.5500575480249,182.6505679855173,218.6456723169909,195.6959963770318,409.0926986620474,207.2490750738946,167.2567769881061,159.6225516164662,285.8962801202043,257.3795478283336,黔西南布依族苗族,year14
2017,齐齐哈尔市,2302,200.2414137741229,171.387956863394,221.3661836801676,197.8183632224483,400.3059722969142,219.1586266226656,189.3258810982605,156.1761303557841,276.5645314087938,257.1402304822197,齐齐哈尔,year14
2017,龙岩市,3508,240.4927422631498,219.6280360009091,263.6821474083393,282.5548125510642,477.575038733428,305.6734945592074,221.7851627813792,177.5917537934342,321.2381975463924,267.2635372801297,龙岩,year14
2018,七台河市,2309,208.5378943871889,194.3592300589776,200.4737429829989,194.8481347698517,384.5968853359459,179.4949636300966,157.7405974469116,138.7402710584158,265.2457693655999,270.0221976430829,七台河,year14
2018,三亚市,4602,269.0411496642009,272.4040313127364,258.7555251616163,285.7242514150564,527.8834677191746,231.7773443656648,212.9371670845719,158.8299435958318,331.5326608667519,276.6440434190528,三亚,year14
2018,三明市,3504,248.2216872733183,229.991555330792,255.5130428291737,303.1683814981217,505.1961188182539,264.6519168469697,203.7328987429227,164.0573562479902,309.9702161756212,295.1829084733706,三明,year14
2018,三沙市,4603,201.0198331837186,198.9281080909563,171.4579382895371,45.76897279190568,308.2686316739463,130.4814729330673,173.3066050216237,113.4449238781854,249.9896161198959,261.6576148714764,三沙,year14
2018,三门峡市,4112,237.1273504917945,224.7146567221056,229.6748092948215,257.1316765361734,437.1261374522426,234.5821075568759,187.1894134432516,154.7236351716215,276.5250720180325,291.6708065707313,三门峡,year14
2018,上海市,3100,291.4432334937413,272.4199714695492,307.7186201992996,351.4691567829301,622.5968975015479,286.6169835668005,281.2136802651221,179.1640680739822,357.8306765409483,324.7005949986161,上海,year14
2018,上饶市,3611,226.9674157019292,201.6479199270276,240.8663161162617,264.5226724483477,503.3281455766155,237.016241301479,177.7283149768745,156.2884115066527,295.6561362013498,285.3293378792116,上饶,year14
2018,东莞市,4419,266.3463268160608,267.5473620193414,251.5034723879376,277.296441282591,499.1857162111523,234.5358364050478,193.9689673362327,164.755883653762,331.4785768322187,289.3686429842248,东莞,year14
2018,东营市,3705,251.0780808223325,244.9049552773654,244.6921353387779,259.4886545671419,478.3651755106049,240.0801351692662,220.7666909636603,150.0231117847586,290.1734810047763,283.0812715390393,东营,year14
2018,中卫市,6405,201.5281344616853,196.5430764799749,173.2391069894154,169.1727426475811,308.1323268407164,144.581065374686,127.3619451388997,133.4383841123931,244.7594486247038,269.4066806434294,中卫,year14
2018,中山市,4420,267.7892832579366,264.1962115715225,261.0992190542457,288.4389130793356,539.9525246942503,228.6340047758269,198.5953848958321,167.7433914594858,338.336609335725,291.8268354025117,中山,year14
2018,临夏回族自治州,6229,188.4953582422229,178.4130824459305,175.8966092321286,168.3023472439373,329.4738924863591,145.9509842123634,124.8836348707289,132.9789369683214,244.7357335103144,244.6923127279492,临夏回族,year14
2018,临汾市,1410,225.4615407127767,220.767834037098,208.8210895515402,244.0043460498757,378.5885124090325,218.1056494634786,157.3971783176821,149.1972531421765,273.3367479693569,271.2122080210062,临汾,year14
2018,临沂市,3713,236.1368481578053,220.3165521789096,238.0221364951643,270.1897866121815,488.7546055156591,232.5555746654651,174.6004502906743,155.8811368700907,300.2636242442316,284.9637729955938,临沂,year14
2018,临沧市,5309,203.0393559549409,177.7265877869847,211.4575496951304,197.3625156687944,420.0257392786751,172.2677147391232,175.8092229500389,140.8872481894675,268.6232592940646,271.3369107926823,临沧,year14
2018,丹东市,2106,221.8062539271599,204.8069277770983,225.1005467660594,212.7380455979581,475.1637439560848,186.3550515848069,177.5217793708905,141.1693544342907,295.9167345013715,271.9650548385198,丹东,year14
2018,丽水市,3311,257.3069885431316,241.1422489667448,272.9575445687852,312.840005812603,572.0109709635038,261.8316404748595,221.2373616150899,168.4702535380533,314.7182017454398,282.2588859566762,丽水,year14
2018,丽江市,5307,229.3113115888722,213.8420582614787,230.1479989753016,240.6644070598426,451.5938397677516,203.6703788957529,177.4908606851275,152.3869236323255,317.9860854433136,278.884155884776,丽江,year14
2018,乌兰察布市,1509,202.1436146845317,197.7356082250822,200.1079506830101,199.4128790078217,398.0515742397325,170.6887824985249,153.6626826590243,137.2989988180273,259.5645636004483,220.4102686046285,乌兰察布,year14
2018,乌海市,1503,235.6667468361626,237.1469267193754,214.708590175733,219.0543586832971,426.0868016181936,190.7600885489962,173.2800594173698,140.5529602875547,277.8804354251852,268.8779266340399,乌海,year14
2018,乌鲁木齐市,6501,250.5361484563261,261.2489396925204,221.1052136495767,234.6282097447092,404.4903542112905,202.5795858360243,200.0540914549092,142.2464369514967,288.4838374897848,268.6586945506479,乌鲁木齐,year14
2018,乐山市,5111,225.540581818621,205.4532181593416,230.5290508556339,230.8338027427715,448.9231339858208,204.4840061064054,197.3145165523562,145.3636978292635,307.040071580224,282.8176711881629,乐山,year14
2018,九江市,3604,237.6002914120846,216.6423731156023,250.5644827199908,273.0614355508388,525.6493741310353,247.385311742024,190.5467216396636,158.7404958326096,305.1821510719697,283.2595255577407,九江,year14
2018,云浮市,4453,224.3791898846723,203.4452576907693,232.6919864690491,241.8939619437187,447.6844770337926,210.1597926032718,184.5927207117322,153.3899127849359,323.3272413260308,278.4107335718241,云浮,year14
2018,亳州市,3416,218.9509156053918,195.5922102383554,226.8246008950216,240.4808455761735,480.9212421794725,215.7790918175427,159.0316887086487,152.1804112749409,277.5384625941067,281.7866207128085,亳州,year14
2018,伊春市,2307,211.5487682913993,190.315214458821,216.2809676005058,191.4495987707627,424.9845930490058,203.2285401592797,177.8832688038396,142.8660709219913,278.8122201552311,273.0753841551135,伊春,year14
2018,伊犁哈萨克自治州,6540,200.8003709643459,187.8312507122282,190.1762412316166,196.0673498510959,331.4880491746225,177.6851247378846,158.2036212268974,136.0708164769376,256.7641369134935,262.942192946883,伊犁哈萨克,year14
2018,佛山市,4406,267.4902475515345,258.2368434393711,266.1208390202437,290.8594404642595,546.9555747729468,232.1156418263472,213.117314035825,166.5041233259454,342.46173082722,300.5496273881035,佛山,year14
2018,佳木斯市,2308,217.2485468905389,206.3517827601797,211.001262484482,202.4123694338216,416.7316001039997,189.456800782559,167.1558644353337,141.4022048800281,275.7954005472219,264.5950709088641,佳木斯,year14
2018,保定市,1306,226.6683960000004,210.3880050914277,232.8615570461332,248.7046432957145,485.6332390152132,214.5056922251046,179.0705113895852,148.5944385524502,291.1373396151171,269.1858805054181,保定,year14
2018,保山市,5305,211.869405664882,191.3104950821058,213.5485756516324,192.9246042180681,423.5553540486807,168.6335340430631,171.0469462140374,145.6192655066076,281.8705657513364,276.7162182604221,保山,year14
2018,信阳市,4115,228.2300179935271,203.7427344940141,240.4833611711345,260.0229826154955,480.4861707193186,241.7539242240958,193.3005641150675,154.7815170546567,293.950399573878,286.8343048576186,信阳,year14
2018,克孜勒苏柯尔克孜自治州,6530,204.3839160667802,189.6900094883794,199.5650654938365,205.8004973395911,358.4700289406338,190.1508003341052,180.8219320737023,133.5698719280057,248.4234264459793,261.6720609332154,克孜勒苏柯尔克孜,year14
2018,克拉玛依市,6502,248.6638421285458,254.7971107928656,227.0760995087645,228.5875580904074,423.2386904207224,204.4197875427785,220.5104554030247,139.2122352764372,280.1168847814251,267.6554562690299,克拉玛依,year14
2018,六安市,3415,232.1959788520453,205.69067041695,246.5865749352899,263.2205529684562,518.7831350817515,241.5984513130343,188.9092944787386,156.6906948989673,296.2774466302997,293.5802649343485,六安,year14
2018,六盘水市,5202,215.5943777400965,209.2173429800485,199.5278343695758,192.1757032418891,394.5909618965911,165.9853046982593,141.6757240803584,143.3802375192755,272.0733993984935,265.8598800651282,六盘水,year14
2018,兰州市,6201,248.4476841506445,254.8684258270397,225.1465612079234,247.6668142232701,444.8559509460687,202.4430059250005,180.7535962938558,146.939891373508,289.358043198733,269.6035373504509,兰州,year14
2018,兴安盟,1522,201.6931641096791,199.1348693674005,188.6385560353697,191.6372667932058,383.4535712758994,153.197052600297,120.9932173138739,136.8608401302195,266.1406699238851,233.8752395672057,兴安,year14
2018,内江市,5110,214.4247603642502,186.6216485338483,229.1722163446636,230.3689807625138,457.1329917857445,209.7535897337092,189.7658358505807,144.7602852669983,298.4572249150382,279.4448123435873,内江,year14
2018,凉山彝族自治州,5134,202.6265276397128,177.9310645774531,209.9696110026711,196.893533784568,397.7949150580604,176.6630009635325,184.6306251559617,138.5643090948177,273.3710726108947,270.8393721681566,凉山彝族,year14
2018,包头市,1502,233.8198992565811,233.4103075981,218.3561831495417,227.7852568910515,452.0183983498445,186.520066000179,167.7587435149258,139.9585848082829,287.9887866384825,263.2866908914606,包头,year14
2018,北京市,1100,285.4139923994753,277.896410070827,286.1585869419908,315.2052706251287,551.1107482136872,256.889716791477,271.2582783540034,167.7830617026999,359.3300005031684,308.901337552703,北京,year14
2018,北海市,4505,241.6215597449255,231.7045157279731,238.2370887718259,272.1274222071016,476.6706610702738,226.2246132542458,173.8038897068316,158.1744884281756,318.0340152636215,280.5323713821593,北海,year14
2018,十堰市,4203,236.3086757373785,221.6046751264432,236.1679350553296,271.5544234762908,438.8206238440318,231.5327753947318,205.7935340706776,155.167768401762,286.1871983381388,285.1312385165082,十堰,year14
2018,南京市,3201,289.1844875356207,279.0213376337363,289.1801171459448,337.6163876991533,594.0096011770944,280.2832237862481,241.6177822493007,172.6961455992942,351.9784648490853,322.7686693637285,南京,year14
2018,南充市,5113,215.2448822548795,193.3276754868343,220.748529535291,227.3500626142532,434.7393469818005,208.7649963252327,169.3315529823589,145.5834623002476,299.8916809324661,277.6272913635342,南充,year14
2018,南宁市,4501,254.920182425063,251.4600679477236,246.1677232730416,290.4374500568097,482.7527563885836,227.4636859852389,184.6722086700871,163.3843835106624,331.7734777573975,282.2656226693763,南宁,year14
2018,南平市,3507,243.4081358624449,222.8452670410929,253.4286143436172,287.5807206864862,502.7538363086784,249.4135853688188,206.5679866073564,162.3944738017081,308.7288880321395,293.1124709271822,南平,year14
2018,南昌市,3601,265.1278740461304,251.4076637389111,266.8161030246375,307.1386622054401,559.8352815232818,257.5674068255476,201.9373816404101,164.7858718290003,340.1661788479897,307.3802145501173,南昌,year14
2018,南通市,3206,264.5230106838755,250.946932263784,266.4659084080513,306.9217889028326,529.6453505161722,262.8011121337684,222.4066539903315,166.2923125152441,324.6614194482744,305.8366197782406,南通,year14
2018,南阳市,4113,222.4976853846516,205.0218292240933,219.1125199483491,243.4160225848506,407.1481717391451,224.4256858347714,176.72540892288,150.2584830706959,274.4142791920372,286.36765508002,南阳,year14
2018,博尔塔拉蒙古自治州,6527,217.8193409838848,217.8154239242319,194.7468578999048,200.3448241165457,351.3305288789429,184.5311227266914,164.1911278893982,136.3207757428643,248.6903110675119,259.7719566648775,博尔塔拉蒙古,year14
2018,厦门市,3502,284.9147585873336,278.8578315391746,286.4525048944596,332.0556453324049,582.8641378031605,264.5391740816418,233.9479037093855,175.7786607027868,362.3057330427712,302.13773257264,厦门,year14
2018,双鸭山市,2305,208.337270231085,196.2543085878702,202.6871428567515,184.2871392247602,398.6620725747007,182.0959668327092,159.1983736069549,137.6156789017998,268.4205342241594,258.5149237011592,双鸭山,year14
2018,台州市,3310,263.884017126218,249.5738175728153,275.740411391688,326.4226390989443,577.5931387703597,266.7049031802139,220.2288394397968,169.747490153675,322.2940037824312,289.607250390867,台州,year14
2018,合肥市,3401,272.5213693358087,259.7283297492859,280.0582920857352,326.594676663961,605.0130045319968,272.9176956716201,208.9683980812695,170.5577092866219,342.6309378035529,301.084658560865,合肥,year14
2018,吉安市,3608,221.06707835873,194.7730201536768,233.7884262278141,242.0274013832225,481.0566702256856,215.8463908831788,183.4397348217502,151.2058357301863,288.7944918010102,284.7864270039945,吉安,year14
2018,吉林市,2202,227.803996483134,210.0033828854139,216.6949113150107,218.4036898635595,424.0570474240049,193.8233495347061,175.8051165990011,143.2435489333142,282.6543282913426,306.7822187016902,吉林,year14
2018,吐鲁番地区,6521,214.7993301518872,209.8917506634019,197.430902359845,193.6981219477466,346.0323067947377,180.4406571812958,186.0625971901422,131.6385655986315,252.5707210321376,262.5783980640637,吐鲁番,year14
2018,吕梁市,1411,217.9350153608893,209.617580382629,202.8806089884227,221.7785393582811,401.6977998326994,201.3444734891528,137.6790764004629,144.1249538597815,266.1289756802158,272.7686156248735,吕梁,year14
2018,吴忠市,6403,205.738013995568,203.3752537553488,176.9687225105716,180.6395606711772,327.1052902118066,145.1476908118194,124.5720542500293,134.2151680515375,250.4851832654746,265.8307519269667,吴忠,year14
2018,周口市,4116,212.5219749702086,192.0051447317323,213.5865121378883,226.7428313503206,430.4527019929409,214.2022766801438,152.7849929914034,146.0888674091377,271.5662868707955,278.3467640255247,周口,year14
2018,呼伦贝尔市,1507,214.1142409566442,206.4455229308169,209.8358575567189,205.7000496425509,417.9914743013604,179.8490120779582,167.6499107536399,139.5451260326134,272.7644280879401,247.2238163499132,呼伦贝尔,year14
2018,呼和浩特市,1501,245.3552185369338,249.552469384963,224.5119899811475,240.8675918122689,470.5553080332114,187.8038709842904,170.2601313238864,143.3715912771526,294.1853101336476,269.3864275322017,呼和浩特,year14
2018,和田地区,6532,196.4415152240778,178.0737393503079,192.9985016211226,202.347453465347,350.1136312197995,183.1248384220501,158.9264942470006,134.0222535046994,255.126297779174,263.3601131553638,和田,year14
2018,咸宁市,4212,237.7122725448721,218.3097435366932,242.3253541634177,274.7828271386997,482.3587302350602,241.5801523322561,191.5594177109911,157.3000394630271,297.8764932259903,293.4109329498744,咸宁,year14
2018,咸阳市,6104,227.5536028681939,213.6537479853311,225.0353564691485,237.6431682782454,443.3279615252367,212.0925139084977,179.1169818154786,145.8546931683731,296.9939042566184,278.0406587978896,咸阳,year14
2018,哈密地区,6522,218.4359275288177,197.3776910010292,229.3417576290593,238.1975871873961,429.7139802675587,214.9105113276076,220.6276001653951,143.4821622340092,265.0737091700945,268.1656060593982,哈密,year14
2018,哈尔滨市,2301,242.5930200429732,235.8944853011307,232.3298700996918,252.5159000822761,451.7045273619357,216.8883739243692,179.4109571167436,150.5797069371257,328.1265652184679,283.3760776210104,哈尔滨,year14
2018,唐山市,1302,228.8742612204416,215.5328066780403,226.3106604797637,223.1206897735157,455.9504892848033,204.2910428948538,187.8905444928729,143.5818765963077,287.603074760153,277.5999857595989,唐山,year14
2018,商丘市,4114,221.4709987553157,205.2702848686486,218.5684358658904,243.4146492031595,451.8629886643066,218.3189905031832,149.5901401951698,148.040344915587,277.9395632100926,280.2534428014288,商丘,year14
2018,商洛市,6110,205.2858682353682,181.7452677098548,203.5481707943604,193.6606379373796,383.291387334075,183.9931488521758,166.5217455463,141.4495250560927,263.3607257058692,286.1867551545719,商洛,year14
2018,喀什地区,6531,199.7045258940923,182.4555320768113,193.8967993483884,203.4910425419282,337.5525007734018,188.9760597132856,167.8890807955432,135.1656416110927,253.1127879406916,267.2261822030769,喀什,year14
2018,嘉兴市,3304,272.7402562256801,258.6242380154582,277.0182115558901,327.3655917813181,563.2199204982128,277.566260090628,228.8724401719761,171.0163072375675,324.1378201052188,311.5940707778826,嘉兴,year14
2018,嘉峪关市,6202,250.7879345488682,259.6106207376895,227.2450218669574,243.2642610989679,432.703356050115,205.3491924492133,197.5061104932203,148.6744869441539,281.2266044616011,264.4521221331044,嘉峪关,year14
2018,四平市,2203,207.3985560989497,190.1739351064134,203.6764431332193,192.4747701584087,405.2159758439001,177.377240295933,159.2654393121652,136.5973068752568,271.0835449493782,271.0503146697905,四平,year14
2018,固原市,6404,193.3779221528839,188.531362850492,168.2398776876618,169.477990322713,308.7524106613808,144.0765147826124,109.8206229034027,130.999381518903,247.2074482807203,255.0728146310234,固原,year14
2018,塔城地区,6542,212.2139826656146,209.4919543924174,186.0758236670717,190.7616745052824,324.3062956128656,172.9036429522061,158.2318017550034,134.2056584397679,239.726461403036,268.7122295909228,塔城,year14
2018,大兴安岭地区,2327,214.9493616138043,197.9381500640832,220.691164356398,211.1313403154919,432.8023926877603,197.452280628688,196.9486737838776,138.9095847942685,273.1431395528997,260.6994755259354,大兴安岭,year14
2018,大同市,1402,226.5638396225131,210.9260598660615,224.713798811416,236.5721107034113,451.9431273116621,214.8126756977209,180.3056287946669,143.9293080943028,283.2209536678879,281.5751974247312,大同,year14
2018,大庆市,2306,233.484652954046,225.7077552592651,226.6244303022688,223.3084820660824,427.9359932494505,213.6068595526207,199.8227078369231,144.2482336815014,296.9116711238822,271.6442315263262,大庆,year14
